Flight_ID,Scheduled_DateTime,Airport_Capacity,Hour,Minute,DayOfWeek,Month,DayOfYear,Flight_Type_Arrival,Flight_Type_Departure,City_Chicago,City_Dubai,City_London,City_Los Angeles,City_Mumbai,City_New York,City_Paris,City_Singapore,City_Sydney,City_Tokyo,Airport_Changi Airport,Airport_Charles de Gaulle Airport,Airport_Chhatrapati Shivaji Maharaj International Airport,Airport_Dubai International Airport,Airport_Heathrow Airport,Airport_JFK International Airport,Airport_LAX International Airport,Airport_Narita International Airport,Airport_O'Hare International Airport,Airport_Sydney Kingsford Smith Airport,Weather_Condition_Cloudy,Weather_Condition_Dust Storm,Weather_Condition_Foggy,Weather_Condition_Freezing Rain,Weather_Condition_Hail,Weather_Condition_Hurricane,Weather_Condition_Rainy,Weather_Condition_Snowy,Weather_Condition_Stormy,Weather_Condition_Sunny,Weather_Condition_Thunderstorm,Weather_Condition_Tornado,Weather_Condition_Windy,Target_Scaled_Delay,Is_Delayed,Original_Delayed_Time_Minutes
C2B8EAFE,2025-05-17 02:31:00,1.2977328235574177,-1.3854801801554357,0.08464836898502925,1.0020990054164178,-0.4492507217520136,-0.4434852193838429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13968033356497567,1,201
EDFFDEF6,2025-10-01 09:31:00,-1.5148654069528071,-0.37335757145513204,0.08464836898502925,-0.4933479508832656,1.0077471434358105,0.8612107874617255,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5635858234885337,1,811
F91F47B3,2025-09-21 13:05:00,0.2937808666178007,0.20499820494504145,-1.4012128203282024,1.500581324182979,0.7163475703982457,0.7659775022905162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5767894371091036,1,830
491792F5,2025-01-13 07:18:00,1.1214664494382485,-0.6625354596552188,-0.6582822256715866,-1.490312588416388,-1.6148490139022729,-1.6243779555068392,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37387074357192496,1,538
D08E3B2A,2025-11-10 22:41:00,-1.6911317810719766,1.506298701845432,0.6561334417978106,-1.490312588416388,1.2991467164733754,1.2421439281465632,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007644197359277276,1,11
78CD5959,2025-04-16 20:25:00,1.3053965789539035,1.217120813645345,-0.2582426747026396,-0.4933479508832656,-0.7406502947895784,-0.738708403414592,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8825573314801946,1,1270
A0E27E69,2025-09-06 12:12:00,0.45471972994399884,0.060409260844998085,-1.0011732693592554,1.0020990054164178,0.7163475703982457,0.6231275745337022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5712300208478109,1,822
76E24A48,2025-07-19 18:08:00,0.9145450537331364,0.9279429254452584,-1.229767298484368,1.0020990054164178,0.13354842432311606,0.15648447719477618,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9645587213342599,1,1388
C7DA8734,2025-04-07 17:29:00,0.6846323918385676,0.783353981345215,-0.029648645577527034,-1.490312588416388,-0.7406502947895784,-0.8244183600686804,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7915218902015289,1,1139
1530E26E,2025-09-14 19:27:00,-1.108686370939069,1.0725318695453017,-0.1439456601400833,1.500581324182979,0.7163475703982457,0.6993142026706696,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8318276580958999,1,1197
A6C63413,2025-05-28 07:19:00,-0.15838070177485128,-0.6625354596552188,-0.6011337183903085,-0.4933479508832656,-0.4492507217520136,-0.3387286056955126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33981931897150797,1,489
D684943B,2025-03-27 17:04:00,0.5236935285123695,0.783353981345215,-1.4583613276094807,0.005134367883295568,-1.0320498678271433,-0.9291749737570107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7810979847116053,1,1124
67F62D76,2025-11-12 07:44:00,-0.9707387738023278,-0.6625354596552188,0.8275789636416451,-0.4933479508832656,1.2991467164733754,1.261190585180805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4266851980542043,1,614
E4BBE31D,2025-07-27 07:35:00,-0.35763834208347756,-0.6625354596552188,0.3132423981101418,1.500581324182979,0.13354842432311606,0.23267110533174368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4829742876997915,1,695
B53A9CBC,2025-12-29 15:33:00,1.4510079314871303,0.4941760931451282,0.19894538354758554,-1.490312588416388,1.5905462895109401,1.708787025485489,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8151494093120222,1,1173
93B5A171,2025-03-12 03:18:00,0.5390210393053407,-1.2408912360553923,-0.6582822256715866,-0.4933479508832656,-1.0320498678271433,-1.0720249015138248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14454482279360667,1,208
